id,name,type,is_deceased,date_of_birth,date_of_death
m.010ccgng,Thomas De Clerck,people.person,false,1980-01-01,null
m.025sr5q,Dan Ross,people.person,true,1957-02-09,2006-05-16
m.064mb8y,John Warlow,people.person,false,1939-02-13,null
m.01nrpvf,Ivan Lins,people.person,false,1945-06-16,null
m.03wh6cf,Glen Richardson,people.person,false,1955-09-20,null
m.06jp7m,Thom Mount,people.person,false,1948-05-26,null
m.05r33p,Bill Mason,people.deceased_person,true,1929-01-01,1988-10-29
m.03jkvd,Philip Burton Moon,people.person,true,1907-05-17,1994-10-09
m.03dw7_,Kovas,people.person,false,1985-08-01,null
m.018r79,Karl Friedrich Eichhorn,people.person,true,1781-11-20,1854-07-04
m.012z88b5,Basil Collins,people.deceased_person,true,1891-06-11,1946-02-03
m.080g45c,Kostadin Velkov,people.person,false,1989-03-26,null
m.0128ryz2,Catrien Eijken,people.person,false,1961-06-29,null
g.122qm724,Theodor Hampe,people.deceased_person,true,1866-01-01,1933-01-01
m.04gth3x,Harry Saunders,people.deceased_person,true,1898-05-21,1930-12-09
m.0415sn_,Magno Prado Nazaret,people.person,false,1986-01-17,null
m.01q4x8,Camilla Collett,people.person,true,1813-01-23,1895-03-06
m.03v4kz,Mira Spivak,people.person,false,1934-07-12,null
m.02phm6v,Kresten Bjerre,people.person,true,1946-02-22,2014-02-19
m.05x798_,Richard Cannon,people.deceased_person,true,1779-01-01,1865-01-01
m.04wtk2,David Thomas,people.person,true,1794-11-03,1882-06-20
m.05ws6gl,Malcolm Todd,people.person,true,1939-11-27,2013-06-06
m.0105m7s_,Fred Gayles,people.person,false,1966-05-11,null
m.080bw4t,Lord Arthur Hervey,people.deceased_person,true,1808-08-20,1894-01-01
m.03c0yvc,Saadat Ali Khan II,people.person,true,1752-01-01,1814-07-11
m.0131jd6w,Robert Enrique Muller,people.person,true,1881-09-01,1921-01-01
m.04gl5vp,Bright Chimezie,people.person,false,1960-10-01,null
m.05b1nc_,Ri Bunhi,people.person,false,1968-12-29,null
m.012zr88l,Bohdan Boychuk,people.person,false,1996-05-30,null
m.07kzz9,John Bracewell,people.person,false,1958-04-15,null
m.0462gfn,Feliks Tych,people.deceased_person,true,1929-07-31,2015-02-16
m.03gwqhr,Vili Savolainen,people.person,false,1985-10-25,null
m.082g92,Sylvie Bernier,people.person,false,1964-01-31,null
m.05zm73s,Frederick Hermann Knubel,people.deceased_person,true,1870-05-22,1945-10-16
m.064k7t4,Kevin Beardmore,people.person,false,1959-01-01,null
m.02x988q,Robbie Bonham,people.person,false,1970-04-07,null
m.07kffm8,Prinsesse Charlotte Amalie,people.deceased_person,true,1706-10-06,1782-10-28
m.04jf1l9,Thad Ackel,people.person,false,1955-05-24,null
m.03g_wd,Cass Ballenger,people.person,true,1926-12-06,2015-02-18
m.03ynr6x,Melqui Torres,people.person,false,1977-05-27,null
m.0101nzg5,Bronson Koenig,people.person,false,1994-11-13,null
m.011x7k3l,Giovanni Romagnoli,people.deceased_person,true,1893-01-01,1976-01-01
m.06v8pk,John Cox Bray,people.person,true,1842-05-31,1894-06-13
m.020zc1,Thomas Tickell,people.person,true,1685-12-17,1740-04-23
m.03cs3dn,Pietro Bettelini,people.deceased_person,true,1763-01-01,1829-01-01
m.02q1qmj,Valter Popa,people.person,false,1964-01-01,null
m.010f5p30,Jermaine Gabriel,people.person,false,1990-03-14,null
m.02vw86l,Don Seccombe,people.person,false,1942-04-03,null
m.05vwxmv,William Krasner,people.deceased_person,true,1917-06-08,2003-10-29
m.04cs7q5,David Heatley,people.person,false,1974-10-17,null
m.047s0ny,Brian Dabul,people.person,false,1984-02-24,null
m.03h_833,Hiroyuki Hanada,people.person,false,1960-06-20,null
m.07sybf,Georg Schwarzenbeck,people.person,false,1948-04-03,null
m.03qpdtz,Erville Alderson,people.deceased_person,true,1882-09-11,1957-08-04
m.05mywk2,Alexandru Avram,people.person,false,1991-04-25,null
m.01tn72s,Viktoria,people.person,false,1970-10-26,null
m.04lk1d1,Billy Keys,people.person,false,1977-10-26,null
m.05n3dd,Paul Orndorff,people.person,false,1949-10-29,null
m.02q7y_n,Enrico Noris,people.person,true,1631-08-29,1704-01-01
m.07k8z3h,Aleksandr Aksyonov,people.person,false,1983-08-26,null
m.01tvj7f,Robert Lucas,people.person,true,1962-07-25,2008-11-23
m.02rhj8j,James Leeper Johnson,people.person,true,1818-10-30,1877-02-12
m.02vttd,Johan Sverdrup,people.person,true,1816-07-30,1892-02-17
m.0102rnrd,William Devereux of Frome,people.person,true,1314-01-01,1384-01-01
m.05cnr0,Frank Chu,people.person,false,1960-03-24,null
m.05219tq,William Hill,people.person,false,1896-10-31,null
m.02x43hh,Meredith Hall,people.person,false,1949-03-25,null
m.03tc4z,Alice Brown Davis,people.person,true,1852-09-10,1935-06-21
m.04b058,Ernest Vessiot,people.deceased_person,true,1865-03-08,1952-10-17
m.0134fh36,Marcus Thuram,people.person,false,1997-08-06,null
m.080gkp_,Nathalie Marie,people.person,false,1976-06-21,null
m.05q9klq,Marc Albrecht,people.person,false,1964-01-01,null
m.01h2t5,William Thornton,people.person,true,1759-05-20,1828-03-28
m.016htr,Edwin Fischer,people.person,true,1886-10-06,1960-01-24
m.07vbhw,Jacob Klein,people.person,false,1949-01-01,null
m.026t9gc,Peter Ihrie,people.person,true,1796-02-03,1871-03-29
m.011w_kyn,Yuri Ustinov,people.person,false,1954-03-18,null
m.04mnb3,Dee Wallace,people.person,false,1949-12-14,null
m.04cw6zh,Gerry Abel,people.person,false,1944-12-25,null
m.02rhhr8,Jenni Baird,people.person,false,1976-01-01,null
m.05zzn13,Waldemar Sefsland Dahl,people.deceased_person,true,1900-04-06,1984-01-01
m.02w25k2,Edward Eicker,people.person,false,1975-05-22,null
g.1n36ghpzb,Lisetta Carmi,people.person,false,1924-01-01,null
m.04f4_60,Altay Sarsenuly Amanzholov,people.person,false,1934-02-06,null
m.074fvm,William George Browne,people.deceased_person,true,1768-07-25,1813-01-01
m.06w37rt,Glenn Ralph,people.person,false,1956-07-12,null
m.04ghm8g,Leo Gregory,people.person,false,1978-11-22,null
m.03cj0t9,Susan Orr,people.person,false,1960-01-01,null
m.04gjd1k,Roy Matsumoto,people.person,true,1913-05-01,2014-04-21
m.06gtnr,Sonia Dresdel,people.deceased_person,true,1909-05-05,1976-01-18
m.010pd_tt,Azhar Hasan,people.person,false,1939-04-08,null
m.01mh2d9,Lenny Leblanc,people.person,false,1951-06-17,null
m.07k8h4q,Vardan Grigoryan,people.person,false,1985-09-21,null
m.012nzp4w,Hamu Kayondo,people.person,false,1990-03-09,null
m.04gfkr,Bidhan Chandra Roy,people.person,true,1882-07-01,1962-07-01
g.11b6ln58lg,Taiberson,people.person,false,1993-11-18,null
m.012bjdjs,Marcus Hinton,people.person,false,1971-12-27,null
m.02rjpy2,Akinpelu Obisesan,people.deceased_person,true,1889-01-01,1963-01-01
m.012hcqkw,Guillaume Quesque,people.person,false,1989-04-29,null
m.0125smfl,Jamie Amihere Moore,people.person,false,1992-03-19,null
m.07wfl9,Hossein Tavakkoli,people.person,false,1978-01-10,null
m.0428bs,Pierre Alphonse Laurent,people.person,true,1813-07-18,1854-09-02
m.0131wdrg,Ahmad Shakif,null,false,1998-08-06,null
m.0848yr,Walter Winans,people.person,true,1852-04-05,1920-08-12
m.05x67k8,Hafeez Malik,people.person,false,1930-01-01,null
m.03rjry,Jesse Birdsall,people.person,false,1963-02-13,null
m.06ccq4,Cy Denneny,people.person,true,1891-12-23,1970-09-10
m.026bzr8,Orontony,people.deceased_person,true,1695-01-01,1750-01-01
m.05x53h5,Glenda Abramson,people.person,false,1938-11-16,null
m.011lpgfr,Warren Ryanes,people.person,true,1937-12-14,1982-06-16
m.07wfmb,Lionel Smith,people.deceased_person,true,1920-08-23,1980-11-06
m.03whlp2,Philip Palmer,people.person,false,1960-06-07,null
m.07s84p9,Melanie Sumner,people.person,false,1963-12-30,null
m.02w64p4,Amanda Abbington,people.person,false,1974-02-28,null
m.05wxrgm,Catherine Moriarty,people.person,false,1920-01-01,null
m.02plknm,Narayan Hemchandra,people.person,true,1855-01-01,1904-01-01
m.05y2bhj,Thomas Macaulay,people.person,false,1946-01-01,null
m.04g0wcx,Inessa Sargsyan,people.person,false,1972-01-17,null
m.02mqzt,Jim Verraros,people.person,false,1983-02-08,null
m.04f2k,Klaus Barbie,people.deceased_person,true,1913-10-25,1991-09-23
m.028h3z,Jens Christian Skou,people.person,false,1918-10-08,null
m.03hg619,Harald Kloser,people.person,false,1956-07-09,null
m.03wpjph,William F Ruprecht,people.person,false,1956-01-01,null
m.03qj9fq,Karin Falck,people.person,false,1932-02-06,null
m.03w9hln,Ramiele Malubay,people.person,false,1987-09-06,null
m.012w4kll,Edvard Delorenco,people.deceased_person,false,1921-01-31,null
m.0610zw,Andrew Kennedy,people.person,true,1810-07-24,1847-12-31
m.027_bm8,Javier Campos,people.person,false,1947-01-01,null
g.1q6153gnb,Huijie Ge,people.person,false,1987-02-22,null
g.121tyk_t,Eivind Sander,people.person,false,1973-03-26,null
m.05x8bfz,John Campbell,people.person,false,1933-01-01,null
m.02rcwrd,Leon Sirois,people.person,false,1935-04-16,null
m.056sw1,Michael McCarthy,people.person,false,1976-11-15,null
m.013458_b,Jaime Schultz,people.person,false,1991-06-20,null
m.05x52r5,Susumu Nagara,people.person,false,1932-01-01,null
m.011cr30m,Kieran MacDonald,people.person,false,1993-07-21,null
m.05zlg5m,Robert Rochefort,people.person,false,1955-09-19,null
m.07k8gkv,Sandy Pate,people.person,false,1944-08-15,null
m.02q213g,Shafi Edu,people.deceased_person,true,1911-01-01,2002-01-01
m.05wf7v7,Paul Bennett,people.person,false,1955-01-01,null
m.051y5ry,Hiromasa Kanazawa,people.person,false,1983-12-01,null
m.04137pz,Johan Teterisa,people.person,false,1961-01-01,null
m.02vz2g3,Fatima Tlisova,people.person,false,1966-01-01,null
m.05wgpp9,Ivan Smith,people.person,false,1941-01-01,null
m.07g5rk,Li Yichang,people.person,true,0935-01-01,0967-01-01
m.01y4ql,Smith Thompson,people.person,true,1768-01-17,1843-12-18
m.05w6dkv,Helen Hudson,people.person,false,1920-01-01,null
m.04_0c2j,Ricci Greenwood,people.person,false,1973-08-08,null
g.121dv769,Dietrich Rusche,people.person,false,1936-09-13,null
m.04jlp1t,Midori Takahashi,people.person,false,1980-03-10,null
m.04f_tck,Andrea Catellani,people.person,false,1988-05-26,null
m.02qzyh2,David Sims,people.person,false,1955-10-26,null
m.06w1f18,Philip Henry Nind,people.person,true,1832-04-07,1896-01-01
m.0282nbt,Glenn Holland,people.person,true,1918-01-01,2002-01-01
m.052v3n,Robert Hugh Benson,people.deceased_person,true,1871-11-18,1914-10-19
m.04k1vv,Jean Behra,people.deceased_person,true,1921-02-16,1959-08-01
m.080nx9j,Tom Huntley,people.person,false,1938-02-10,null
m.011l1xsj,Gaj Singh of Marwar,people.person,true,1595-10-30,1638-05-06
m.02rqm5v,Manuel Redondo,people.person,false,1985-01-11,null
m.04q3qs_,Robert Kolendowicz,people.person,false,1980-09-26,null
m.02q7yg1,Elesha Gayman,people.person,false,1978-01-01,null
m.05v39z,Fausto Bertinotti,people.person,false,1940-03-22,null
m.02r6744,Bill Christian,people.person,false,1938-01-28,null
m.03mhmgt,Charles McDonald,people.person,false,1935-06-11,null
m.04n64rd,Prince Oniangue,people.person,false,1988-11-04,null
m.06446jg,Vincent Jay,people.person,false,1985-05-18,null
m.0642bvg,Orland Lindsay,people.person,false,1928-01-01,null
m.063zpqh,Charlie Leatherbarrow,people.person,true,1870-01-16,1940-12-26
m.02qs34,George Foster Peabody,people.person,true,1852-07-27,1938-03-04
m.05p24zf,Truman McGill Hobbs,people.person,false,1921-02-08,null
m.05sxgx5,Antoine Escalin des Aimars,people.deceased_person,true,1498-01-01,1578-01-01
m.03mc5b2,Elizabeth Prout,people.deceased_person,true,1820-09-02,1864-01-11
m.04f3m4m,Hannes Torpo,people.deceased_person,true,1901-01-21,1980-09-10
m.02840gn,Eleanor Searle,people.deceased_person,true,1908-01-01,2002-08-12
m.048tz0,JD,people.person,false,1945-11-02,null
m.06rpg5h,Mike Modak,people.person,false,1922-05-18,null
m.06_x6_,Amanda Redman,people.person,false,1957-08-12,null
m.039b34,Maurice Benard,people.person,false,1963-03-01,null
m.056b_j,Hinton Rowan Helper,people.deceased_person,true,1829-12-27,1909-03-08
m.05xrqcg,Michael D Barber,people.person,false,1949-01-01,null
m.05s_3m8,Pedro de Zubiaur,people.deceased_person,true,1540-01-01,1605-01-01
m.056srm,Kieran Phelan,people.person,true,1949-11-19,2010-05-26
m.06zjrgz,Frederick Parris,people.deceased_person,true,1867-09-20,1941-01-17
m.04dzngl,Fritz Kuchen,people.person,true,1877-09-10,1973-05-26
m.0268yw5,Kevin Price,people.person,false,1961-12-18,null
m.02z8czf,Jonathan Albaladejo,people.person,false,1982-10-30,null
m.04gpjxj,Juan de los Santos Madriz y Cervantes,people.person,true,1785-11-01,1852-08-08
m.02868zk,Seripisut Temiyavet,people.person,false,1948-09-03,null
m.05mtssw,Fred Channell,people.person,true,1910-05-05,1975-01-01
m.03vjkj,Arthur Flemming,people.deceased_person,true,1905-06-12,1996-09-07
m.026qrts,Charles Van Rensselaer III,people.person,true,1926-04-19,1999-07-16
m.04jf2n1,Joslain Mayebi,people.person,false,1986-10-14,null
m.06s8xb3,Hal Reilly,people.person,true,1894-04-01,1957-12-24
m.06ktc0,Homer Thornberry,people.deceased_person,true,1909-01-09,1995-12-12
m.03mgx2,William Gibson,people.person,true,1914-11-13,2008-11-25
m.05y4jbx,Paddy Bushe,people.person,false,1948-01-01,null
m.05xt3b3,Evelyn Doyle,people.person,false,1946-01-01,null
m.06zrpww,Yvonne van Rooy,people.person,false,1951-06-04,null
m.0105k42s,Alvin Rettig,people.person,false,1963-12-06,null
m.04q9yd9,Joe Lis,people.deceased_person,true,1946-08-15,2010-10-17
m.027pcvk,Corwin Brown,people.person,false,1970-04-25,null
m.02r9ff9,Anna Brecon,people.person,false,1971-01-01,null
m.026k5hl,Tom Penford,people.person,false,1985-01-05,null
m.02xn1b,Richard Mastracchio,people.person,false,1960-02-11,null
m.04x4_y,Swami Shankarananda,people.deceased_person,true,1880-01-01,1962-01-01
m.05vln37,David Lovett,people.person,false,1907-01-01,null
m.011c8k67,Lewis Oliva,people.person,false,1992-08-23,null
m.05qfw_6,Harold King,people.deceased_person,true,1945-02-27,2010-10-15
m.06601rq,Tom Crabtree,people.person,false,1985-11-04,null
m.03c82x1,Sam Okoye,people.person,true,1980-05-01,2005-08-31
m.012gbg_m,Bruno Kettels,people.person,false,1989-01-01,null
m.027qxr_,Jack Drummond,people.person,true,1891-01-12,1952-08-01
m.04gkw_3,Forrest Taylor,people.deceased_person,true,1883-12-29,1965-02-19
m.04d_18c,Brady Nelson,people.person,false,1978-01-01,null
m.022qyz,Robert Addie,people.deceased_person,true,1960-02-10,2003-11-20
m.02r9y5n,Donald Canfield,people.person,false,1958-01-01,null
m.02hgxb5,Georgi Rajkow,people.deceased_person,true,1953-01-01,2006-01-01
m.02rvp_f,James Hannon,people.person,false,1967-01-01,null
m.079m7q,Philip Herbert,people.person,true,1584-10-16,1650-01-23
m.05z_00s,Ludwig Becker,people.deceased_person,true,1911-08-22,1943-02-26
m.05xhk4q,Lynie Arden,people.person,false,1949-01-01,null
m.0128rkn4,Vincent White,people.person,false,1961-08-26,null
m.02ptkhw,Cliff Odom,people.person,false,1958-08-15,null
m.018rt5,Philipp Jacob Spener,people.deceased_person,true,1635-01-13,1705-02-05
m.05mx1l,Chip Kidd,people.person,false,1964-09-12,null
m.02x58s0,Isaac Reed,people.person,true,1809-08-22,1887-09-19
m.03w_9t,Ivan Moody,people.person,false,1964-01-01,null
m.05nbcbm,Julian Johnson,people.person,true,1885-11-26,1965-11-12
m.04kxx7,Trevor Blokdyk,people.person,true,1935-11-30,1995-03-19
m.04n4r2s,John Ochsendorf,people.person,false,1974-01-01,null
m.04dzlkf,Michael James Fitzgerald,people.person,false,1957-11-14,null
m.010qhvx0,Belle Kearney,people.deceased_person,true,1863-03-06,1939-02-27
m.02rr__j,Hugh Page,people.person,false,1962-07-03,null
m.0286lym,George Lowrie,people.person,true,1919-12-19,1989-05-03
m.05mdzw,Tina Baker,people.person,false,1958-05-04,null
m.06sc73,Philips Koninck,people.deceased_person,true,1619-11-05,1688-10-04
m.03xmxbc,KMC,people.person,false,1971-01-05,null
m.010r3rm9,Anfernee Frederick,people.person,false,1996-01-23,null
m.06w9cm5,Arthur Curtis,people.deceased_person,false,1875-01-01,null
m.069f86,Chase Stevens,people.person,false,1979-01-17,null
m.0114srnf,Sasha Huckstepp,people.person,false,1973-01-01,null
m.02qmfkf,Emil von Sydow,people.deceased_person,true,1812-07-15,1873-10-13
m.080fwyc,Michael Parsons,people.person,false,1979-08-06,null
m.04gq8g7,Li Rui,people.person,false,1979-11-22,null
m.025ssfy,Ludovico Chigi Albani della Rovere,people.person,true,1866-07-10,1951-11-14
m.05b0zjm,Valerie Vanessa Ebal Anus,people.person,false,1987-11-23,null
m.03m839k,Henry Engelbert,people.deceased_person,true,1826-01-01,1901-01-01
m.06_wzc2,Eva Lomnicka,people.person,false,1951-05-17,null
m.03r6xv,Darren McGavin,people.deceased_person,true,1922-05-07,2006-02-25
m.04dml7f,Kyle Damon,people.person,false,1967-01-01,null
m.05xq1k,Don Whillans,people.person,true,1933-05-18,1985-08-04
m.04zw6w6,Diana Olsson,people.person,false,1957-08-28,null
m.063_2jk,William Barnicoat,people.person,false,1932-06-19,null
m.02rjrb3,Gerhard Sandhofer,people.person,false,1948-09-19,null
m.01x0wsy,Stephen Cleobury,people.person,false,1948-12-31,null
m.01qkdh,Bernard Kerik,people.person,false,1955-09-04,null
m.02q9pq0,Judy Devlin,people.person,false,1935-10-22,null
m.04q1gsy,Roman Lengyel,people.person,false,1978-11-03,null
m.04n1160,Kizen Sasaki,people.deceased_person,true,1886-10-05,1933-09-29
m.02x5mf2,Roger Doughty,people.person,true,1868-01-01,1914-12-19
m.02q87p8,Simon Staho,people.person,false,1972-06-02,null
m.011l66px,Joan de Sagarra,people.person,false,1938-01-06,null
m.07j1bg,Thubten Zopa Rinpocse,people.person,false,1945-01-01,null
m.010pk5qb,Yuri Aroyan,people.person,false,1950-07-17,null
m.04lgy72,Ashley Tappin,people.person,false,1974-12-18,null
m.01qf2tr,Joel Chernoff,people.person,false,1950-01-01,null
m.06zqmgz,Matt Berquist,people.person,false,1983-05-11,null
m.02vqvm6,Rocky Mattioli,people.person,false,1953-09-20,null
m.03z5c_,Brian Houston,people.person,false,1954-02-17,null
m.05znmvc,Michael Fancutt,people.person,false,1961-02-20,null
m.03mhnxk,Dominique Tricaud,people.person,false,1955-03-05,null
m.02fgg0,Koichi Wakata,people.person,false,1963-08-01,null
m.07s7314,Jeffrey Ambroziak,people.person,false,1966-11-12,null
m.05yp_1b,Charles S Hutchison,people.person,false,1933-01-01,null
m.0669zth,Vaclav Havlik,people.person,false,1983-01-20,null
m.02jx_h,Bill White,people.person,false,1934-01-28,null
m.0114d3cs,Akio Fukamachi,people.person,false,1975-11-19,null
m.066b0m7,Andrey  Sokolov,people.person,false,1992-01-13,null
m.05xc34y,Diane Swanson,people.person,false,1944-01-01,null
m.04p6w0_,Matti Onnismaa,people.person,false,1959-10-21,null
m.05zwz5,Frank Hann,people.person,true,1846-10-19,1921-08-21
m.03d2y_s,Mary Harvey,people.person,false,1965-06-04,null
m.026rdvc,Willeke van Ammelrooy,people.person,false,1944-04-05,null
m.04n4_gh,Aleksandr Lipko,people.person,false,1975-08-18,null
m.05w48qj,David Switzer,people.person,false,1925-01-01,null
m.05whv25,Art Michaels,people.person,false,1948-01-01,null
m.06kc_s,Gunnar Malmquist,people.deceased_person,true,1893-02-21,1982-06-27
m.02x2b1y,Rafael Ishkhanyan,people.person,true,1922-01-01,1996-01-01
m.05szq11,Chen Hung Lieh,people.person,true,1943-06-07,2009-11-24
m.08081sk,Robert Hilburn,people.person,false,1939-09-25,null
m.02x92q,Tara Hitchcock,people.person,false,1971-01-01,null
m.02w3l1,Jane Russell,people.deceased_person,true,1921-06-21,2011-02-28
m.063yl0z,Oleg Solovyov,people.person,false,1973-08-13,null
m.06znb1k,Clare Nancy Russell,people.person,false,1944-08-04,null
m.01fqyl,John Caldwell Holt,people.deceased_person,true,1923-04-14,1985-09-14
m.064jxzp,Richard Boyle Townsend,people.person,true,1756-01-01,1826-11-26
m.0134w4b9,Neli Lifuka,people.deceased_person,true,1909-01-01,1980-01-01
m.03b_357,Viola Odebrecht,people.person,false,1983-02-11,null
m.04bvrk,Eden Robinson,people.person,false,1968-01-19,null
m.0129ljcc,Maria Latella,null,false,1957-01-01,null
m.01c1dv,James Stephen,people.person,true,1758-06-30,1832-10-10
m.05p6ydr,Kari Anderson,people.person,false,1982-10-01,null
m.073dq5,Johnny Galecki,people.person,false,1975-04-30,null
m.02r8tbx,Jon Hibbins,people.person,false,1975-01-01,null
m.04hlrl,Vic Schroeder,people.person,false,1944-02-16,null
m.02wwbs1,Farooq Sattar,people.person,false,1959-04-09,null
m.026g72v,Honda Masanobu,people.deceased_person,true,1538-01-01,1616-07-20
m.0105kwjt,Tommy Ward,people.person,false,1917-08-06,null
m.06_whdf,Levan Latsuzbaya,people.person,false,1988-03-23,null
m.0263txn,Lorna Simpson,people.person,false,1960-01-01,null
m.07k5mrl,Chellapilla Sitarama Murthy,people.person,false,1908-11-13,null
m.04f2y58,Molly Jenson,people.person,false,1979-03-20,null
m.05z_bwh,Colin Lyman,people.deceased_person,true,1914-03-09,1986-05-09
m.05_pzw,Shannon Lee,people.person,false,1969-04-19,null
m.05b7bc,Michael Sars,people.person,true,1805-08-30,1869-10-22
m.01yjhd,Cao Rui,people.person,true,0205-01-01,0239-01-22
m.03d0q4f,Dave Robinson,people.person,false,1948-07-14,null
m.07p9pb,Loretta Weinberg,people.person,false,1935-02-06,null
m.0404l99,Hermann Kutschera,people.deceased_person,true,1903-04-27,1975-05-28
m.03cbgj_,Peter Waterworth,people.person,false,1957-04-15,null
m.01wxd0k,Temistocle Popa,people.person,true,1921-06-27,2013-11-26
m.05mvxz,Dana Hill,people.deceased_person,true,1964-05-06,1996-07-15
m.04178_l,Milinda Moragoda,people.person,false,1964-06-04,null
m.03hgjfh,Eszrafiq Azis,people.person,false,1986-01-25,null
m.05hjlxn,Zak Ludwig,people.person,false,1997-10-05,null
m.03xpt12,Victoria Monks,people.person,true,1884-11-01,1927-01-01
m.05w1qp3,John R Craig,people.deceased_person,true,1837-01-01,1930-01-01
m.0136zrln,Gerrit Van Gestel,people.person,false,1958-01-20,null
m.03nqy1n,Michael Lynch,people.person,false,1934-08-25,null
m.03d1y3,Richard Brooks,people.deceased_person,true,1912-05-18,1992-03-11
m.07kl7n,John Travers Wood,people.deceased_person,true,1878-11-25,1954-11-02
m.05vp6fy,Larry Chatham,people.person,false,1920-01-01,null
m.0116232c,Jan Melzer,people.person,false,1969-02-11,null
m.0665nz,David Sadler,people.person,false,1946-02-05,null
m.04nd7n,Leopoldo Calvo Sotelo,people.person,true,1926-04-14,2008-05-03
m.07zjvqg,Mougel Bey,people.person,true,1818-01-01,1890-12-01
m.025yzg_,Aida Szanajewa,people.person,false,1986-04-22,null
m.01v_9t,Chuck Mosley,people.person,false,1959-12-26,null
m.03bxvnh,Rod Randle,people.person,false,1980-08-26,null
m.04yd9_v,Patrick Dwyer,people.person,false,1983-06-22,null
m.03f3g_h,Eddie Holland,people.person,false,1939-10-30,null
m.03hhnq1,Ii Naochika,people.deceased_person,true,1506-01-01,1560-01-01
m.03f2tkh,Sabir Salkic,people.person,false,1975-10-04,null
m.03h1_0,Patrice Brisebois,people.person,false,1971-01-27,null
m.03mc77n,Dudley Doust,people.deceased_person,true,1930-01-17,2008-01-13
m.02px6d_,Alice DiMicele,people.person,false,1965-01-01,null
m.03pdbq,Bernardino Ramazzini,people.person,true,1633-11-03,1714-11-05
m.04y8dr_,Phil Hoene,people.person,false,1949-03-15,null
m.01281c4c,Cyril Kent,people.deceased_person,true,1907-08-28,1968-04-23
m.02x3246,Liang Zhenpu,people.person,true,1863-01-01,1932-01-01
m.03h0zbz,Wolfgang Weichardt,people.person,true,1875-05-13,1943-01-01
m.025mb_,Betty White,people.person,false,1922-01-17,null
m.01wgsjp,John James,people.person,false,1967-04-27,null
m.03gt270,Giovanni Niccolo,people.deceased_person,true,1560-01-01,1626-01-01
m.07706w,Ernst Kantorowicz,people.deceased_person,true,1895-05-03,1963-09-09
g.122kcpxj,Harris Birkeland,people.person,true,1904-01-01,1961-01-01
m.02q616q,Joseph Coskery,people.deceased_person,true,1895-07-22,1965-09-24
m.011kzhy9,Ufo Walter,people.person,false,1961-01-19,null
m.02rhjgq,James Streshly Jackson,people.deceased_person,true,1823-09-27,1862-10-08
g.121jch8r,Julie Wiggen,people.person,false,1965-05-23,null
m.05dbjz,Michael Moloney,people.person,false,1963-12-14,null
m.04gv_p4,Sun Lingfeng,people.person,false,1978-08-14,null
m.03npst1,Fernand Yveton,people.deceased_person,true,1926-01-12,1957-02-11
m.03c57tm,Don Richardson,people.person,true,1930-01-01,2007-09-06
m.012bztgn,Mathilde Bensaude,people.deceased_person,true,1890-01-23,1969-11-22
m.02rrpxn,Gordy Sheer,people.person,false,1971-06-09,null
m.05pqwv,Jean Lemaire de Belges,people.deceased_person,true,1473-01-01,1525-01-01
m.06_wytm,Aleksandr Vladimirovich Kulikov,people.person,false,1988-03-19,null
m.05ztv81,Adriano Cristofali,people.person,true,1717-01-01,1788-01-01
m.03h4grl,Justin Walker,people.person,false,1975-09-06,null
m.06kcpc,Gilles Groulx,people.person,true,1931-08-30,1994-08-22
m.02vx_jf,Wilbur Marshall Urban,people.deceased_person,true,1873-01-01,1952-01-01
m.02qcqnp,Jacques Prou,people.deceased_person,true,1655-01-01,1706-01-01
m.011qjb7w,Olga Matushkina,people.person,false,1960-11-10,null
m.03nsp37,Arthur Meyer,people.person,true,1844-01-01,1924-01-01
m.01vbzz6,Jessica Andersson,people.person,false,1973-10-27,null
m.05x9wdw,Robert Karl Gnuse,people.person,false,1947-01-01,null
m.05p1f1m,Edgar Choueiri,people.person,false,1961-01-01,null
m.07ng29,Fos Williams,people.person,true,1922-02-21,2001-09-01
m.02q6dqp,Sky Wikluh,people.person,false,1980-12-10,null
m.01121689,Jessica Clement,people.person,false,1995-11-06,null
m.02wcww_,John Olufemi,people.person,false,1984-04-07,null
g.12hhh04sx,Jimmy Wululu,people.deceased_person,true,1936-01-01,2005-01-01
m.0134w62x,Ben Keating,people.person,false,1971-08-18,null
m.05h49y3,Karen Doggenweiler,people.person,false,1969-08-27,null
m.03wff5b,David Pye,people.deceased_person,true,1914-11-18,1993-01-01
m.05xlz_q,Jerry Raine,people.person,false,1955-01-01,null
m.080c5t1,Brooke Spence,people.person,false,1988-03-04,null
m.012cct4r,Tony Mahoney,people.person,false,1959-09-29,null
m.03j9b7,Paul Korir,people.person,false,1977-07-15,null
m.03zkjy,Weldon Kees,people.deceased_person,true,1914-02-24,1955-07-18
m.01q7tn,Malcolm Muggeridge,people.deceased_person,true,1903-03-24,1990-11-14
m.05vzd7,Deborah Walley,people.person,true,1941-08-12,2001-05-10
m.05n_kgm,Gabriel Huquier,people.person,true,1695-05-09,1772-06-11
m.05q9mk3,David Bamberg,people.person,true,1904-02-19,1974-08-19
m.043kpqx,Ken McKenna,people.person,false,1953-05-03,null
m.02842z1,Youssof Kohzad,people.person,false,1935-01-01,null
m.0130d3ff,Hazel Buck,people.person,false,1932-03-28,null
m.07th600,Peter Frye,people.person,true,1914-03-01,1991-06-02
m.05wlw_,Robert Balch,people.person,false,1945-01-01,null
